wiring,config,psnr,ssim
W1c8e7b85,Caa5ff76f,28.6949,0.900131
W1c8e7b85,Cd0bc72b5,47.2236,0.992482
W1c8e7b85,C22506d31,43.834,0.987944
W1c8e7b85,C47d14358,43.58,0.983937
W1c8e7b85,Cc7a58f3c,41.7109,0.980487
W1c8e7b85,C471002f1,43.8491,0.986995
W1c8e7b85,C0ba03682,43.2304,0.98902
W1c8e7b85,C22b7f096,36.9535,0.940914
W1c8e7b85,C9afb70b3,47.8047,0.993292
W1c8e7b85,Cae0f5499,36.952,0.953223
W1c8e7b85,C648501aa,27.3572,0.900798
W1c8e7b85,C4db19fe8,49.0874,0.993726
W1c8e7b85,Cc4809892,34.9723,0.965955
W1c8e7b85,Cd69d026b,42.0855,0.984275
W1c8e7b85,C9fc5caf1,26.0631,0.834123
W1c8e7b85,C3bcc64d9,22.1536,0.788562
W1c8e7b85,Cb55be6af,33.5323,0.967014
W1c8e7b85,C41fc922e,47.815,0.992347
W1c8e7b85,C1aebc679,36.4682,0.947417
W1c8e7b85,C285c9223,28.3281,0.88515
W1c8e7b85,C8c040570,17.6069,0.87118
W1c8e7b85,C110b6923,42.7441,0.986757
W1c8e7b85,Ced187f55,43.0792,0.987602
W1c8e7b85,C9def4aa6,27.7892,0.847537
W1c8e7b85,Caa271708,16.5168,0.723162
W1c8e7b85,C35ce1c15,31.7398,0.91214
W1c8e7b85,Ccbe9c52f,33.5421,0.927177
W1c8e7b85,Caa1b544f,35.7478,0.960306
W1c8e7b85,C998d2299,49.9152,0.995711
W1c8e7b85,C180a488c,37.2291,0.962387
W1c8e7b85,Cf50130bd,31.6551,0.913664
W1c8e7b85,Cad47b563,36.4039,0.953339
W1c8e7b85,C14dd5111,32.9407,0.928766
W1c8e7b85,C9e4e61e2,27.3375,0.920567
W1c8e7b85,C96b54a0c,28.4368,0.905614
W1c8e7b85,Ce62afc9e,42.4698,0.986328
W1c8e7b85,C6a77b891,37.9159,0.963717
W1c8e7b85,Cf665e72b,44.1433,0.987041
W1c8e7b85,C55c81ae6,37.8163,0.956965
W1c8e7b85,C60b76374,28.81,0.854501
W1c8e7b85,C906432f2,28.7087,0.854531
W1c8e7b85,C456771c1,27.6815,0.914437
W1c8e7b85,C86364996,36.2137,0.969763
W1c8e7b85,C02e3ac87,50.5325,0.995776
W1c8e7b85,C88a3937a,26.0108,0.885078
W1c8e7b85,Cdede281c,33.71,0.928008
W1c8e7b85,Cdbadb80b,36.3666,0.967454
W1c8e7b85,C2a87d46d,26.0298,0.857329
W1c8e7b85,Cb0dce1ad,26.8644,0.865648
W1c8e7b85,C6f9eee13,42.5275,0.982883
W1c8e7b85,C919cf800,37.4547,0.959873
W1c8e7b85,Cbbe16952,22.2231,0.788883
W1c8e7b85,Cb255f88b,44.1948,0.984566
W1c8e7b85,C5dfbc967,23.411,0.810463
W1c8e7b85,Cece96baa,44.0924,0.986544
W1c8e7b85,C33a93910,28.5125,0.85845
W1c8e7b85,Cdd9017c1,36.4459,0.952527
W1c8e7b85,C0ece0208,31.5123,0.913783
W1c8e7b85,C20ae2434,33.2632,0.930319
W1c8e7b85,C28ba8bd2,31.0701,0.948549
W1c8e7b85,C49d8c8e6,27.7569,0.938265
W1c8e7b85,C005fa65f,26.7432,0.85943
W1c8e7b85,Cbb4a6766,45.1163,0.988662
W1c8e7b85,C694df921,22.7399,0.795251
W1c8e7b85,C4a2c9aa8,35.4134,0.939875
W1c8e7b85,C34455f67,27.3223,0.866088
W1c8e7b85,Cb2ed57e9,36.3511,0.952698
W1c8e7b85,Ca295f79b,28.3786,0.901895
W1c8e7b85,Cad61eff8,37.7073,0.976421
W1c8e7b85,Cee6f4101,48.2826,0.993125
W1c8e7b85,C0dee744b,27.6036,0.910994
W1c8e7b85,C956fc76f,43.6245,0.986395
W1c8e7b85,C432d3d8d,26.5034,0.857529
W1c8e7b85,C1a32c0f4,26.0152,0.859408
W1c8e7b85,Cc315663a,26.2898,0.853666
