wiring,config,psnr,ssim,area,power,delay
W1156d194,C554af292,40.8088,0.976031,3600.000199,2.4794,2.01
W1156d194,Cb5dd0d92,32.1312,0.931873,3812.123796,2.5307,2.05
W1156d194,Ce5cecba1,41.8508,0.985041,3711.2243,2.6467,1.97
W1156d194,C19a4159b,46.483,0.99099,3752.053402,2.5822,2.3
W1156d194,Caf3d2a5e,32.5442,0.9486,3774.11049,2.7227,2.01
W1156d194,Ca5abd54e,43.7182,0.981171,3723.426095,2.7058,2.0
W1156d194,C67b8df64,35.6752,0.95444,3535.706105,2.2902,2.13
W1156d194,Cec6461e8,25.2344,0.884907,3369.573914,2.1269,2.27
W1156d194,C16b094ed,29.0419,0.834741,3781.149995,2.6429,2.07
W1156d194,C7fa47351,36.5943,0.953812,3999.374487,2.8698,1.99
W1156d194,C71eccb7b,28.9946,0.823776,3742.198099,2.6793,2.25
W1156d194,Ccf9f8b19,39.9595,0.975221,3989.519194,2.8761,2.73
W1156d194,Cc64cd654,34.6782,0.936551,3685.412804,2.603,2.49
W1156d194,Cb1b93d92,35.0836,0.941793,3548.377201,2.3186,2.02
W1156d194,C9bfa1e76,48.0185,0.993442,3748.298995,2.7807,2.14
W1156d194,C80b94c9a,44.4192,0.983899,3945.404999,2.8054,2.3
W1156d194,Cfb6d223c,45.8898,0.989639,4101.212585,3.2253,1.97
W1156d194,Cb7a78682,27.315,0.792811,3333.437811,2.1134,1.93
W1156d194,Cd6aaf4c4,36.336,0.953716,3464.841804,2.3158,2.47
W1156d194,C917deb73,40.2107,0.974265,3476.574303,2.3761,2.5
W1156d194,Ca5dc57af,35.5352,0.931843,3436.214497,2.215,2.03
W1156d194,Ce616933a,30.3139,0.964857,3773.171894,2.6876,2.04
W1156d194,C9ca1b2af,36.7765,0.944522,3374.736202,2.378,2.65
W1156d194,C036bac4e,36.4378,0.961578,3852.952899,2.6733,2.84
W1156d194,C121d4d14,37.3605,0.943021,3965.115589,2.9384,2.26
W1156d194,C10873a2e,38.4352,0.967485,3809.307996,2.6116,2.25
W1156d194,C23e38f5f,39.6082,0.966628,3727.180494,2.5465,2.22
W1156d194,Ccb640b3d,35.0893,0.946221,3651.153894,2.4302,2.07
W1156d194,Cd50577c2,31.3034,0.880039,3162.612612,1.8382,2.04
W1156d194,C72f2be56,28.5041,0.907778,3869.847695,2.6212,2.28
W1156d194,C1f447859,33.5109,0.919864,3626.280999,2.4173,2.1
W1156d194,C4c35770b,47.5488,0.993242,3990.457793,3.0462,2.3
W1156d194,C66c7601f,42.827,0.985234,3600.938807,2.4215,2.1
W1156d194,C6155205a,33.8055,0.918531,3379.429206,2.068,2.22
W1156d194,C08611271,51.732,0.996578,4193.664682,3.1642,2.14
W1156d194,C731fb284,37.777,0.978316,3308.095608,2.1702,2.09
W1156d194,C90bd59e0,39.0043,0.971399,3794.290394,2.7128,2.02
W1156d194,Cca12cc94,37.7684,0.943491,4084.787089,2.9989,2.29
W1156d194,Cade92cf3,34.695,0.960321,3602.816002,2.3908,2.25
W1156d194,Cd228515d,32.5669,0.91743,3229.722516,1.9567,2.2
W1156d194,Cbc86bbb4,32.6045,0.932503,3339.069411,2.1026,2.28
W1156d194,C49a5fc89,29.6396,0.89813,3501.447199,2.4334,2.25
W1156d194,C12a9915d,35.937,0.938655,3584.51331,2.4466,1.99
W1156d194,Ca3e8a18b,28.5295,0.869246,3580.289611,2.3897,2.38
W1156d194,Cf7d646d9,26.5502,0.865949,3531.951705,2.3042,2.1
W1156d194,C0d93980b,28.6537,0.877878,3676.49609,2.6183,2.27
W1156d194,Ce9fb9c21,43.3661,0.987279,3913.961894,2.8763,2.21
W1156d194,C9774fa5a,24.5189,0.873229,3363.003711,2.1738,2.29
W1156d194,C115bb09c,40.9227,0.978309,3936.018988,2.8516,2.44
W1156d194,C0dc83d8c,35.7429,0.926393,3760.970087,2.5101,1.87
W1156d194,Ce7e81bfb,40.3842,0.979022,3557.293901,2.4721,2.45
W1156d194,Cc9d3c2a6,37.9649,0.949982,3684.9435,2.5776,2.13
W1156d194,C22c69178,33.9456,0.946903,3604.693199,2.394,2.13
W1156d194,C3838bd9d,39.3625,0.98467,3482.205895,2.4548,1.97
W1156d194,Cc6eb01ab,28.8788,0.839761,3673.6803,2.4994,2.33
W1156d194,C8c5ac9f9,34.305,0.912538,3725.772596,2.5046,1.81
W1156d194,C63a33f40,37.2974,0.942289,3552.600905,2.5088,2.5
W1156d194,C0c22461c,34.1536,0.92004,3492.530509,2.2969,2.27
W1156d194,Cc1235e8a,46.0469,0.988158,3961.830486,2.9645,2.3
W1156d194,C3f30ce27,44.1629,0.985619,3589.206303,2.5202,2.94
W1156d194,C26132e6d,41.3723,0.979281,3450.293503,2.4415,2.12
W1156d194,C8ef13454,47.4459,0.993798,4101.212583,3.1278,2.15
W1156d194,C83bb8ab5,26.5333,0.833854,3461.556704,2.2457,2.3
W1156d194,C3cae9a98,47.2103,0.994633,3862.338892,2.8914,2.22
W1156d194,Ccb784b69,41.0725,0.981871,3848.729192,2.7932,2.11
W1156d194,Cb2195ea4,37.8945,0.957937,3451.701403,2.2796,2.17
W1156d194,C93404ac9,33.339,0.914484,3303.402604,2.0835,2.23
W1156d194,C56865ee5,30.3764,0.953598,3377.082699,2.3323,1.72
W1156d194,C437e02fe,34.5111,0.954861,3787.25089,2.6729,2.04
W1156d194,Cb789c376,32.2612,0.910411,3669.925905,2.4059,2.35
W1156d194,Ccf7d7b15,43.1319,0.986209,3682.127702,2.7007,2.17
W1156d194,C86c9b342,37.98,0.964721,3557.293908,2.467,2.31
W1156d194,C5c108a04,37.5031,0.967998,3860.461695,2.8166,2.6
W1156d194,Cba961082,36.8696,0.962818,3602.816003,2.3316,2.02
W1156d194,Ce70ab34f,35.5591,0.962411,3409.933705,2.1582,2.22
W1156d194,C281bb80d,37.7219,0.942344,3910.207489,2.7717,2.35
W1156d194,Cd812e097,47.0928,0.993172,3690.57509,2.6564,1.8
W1156d194,C0deac108,42.4059,0.983541,3580.758899,2.3768,2.1
W1156d194,C78d1fc6b,42.4833,0.987622,3677.903996,2.6416,2.11
W1156d194,Cd31e8807,36.5336,0.969878,3663.355698,2.5663,2.13
W1156d194,C1d2d5129,47.1842,0.990663,3996.558696,3.0175,2.3
W1156d194,C81b6f49f,33.1011,0.918752,3652.092501,2.5206,2.19
W1156d194,C9f23dbe6,45.0654,0.987948,3910.207494,2.9529,2.84
W1156d194,Cfe5d199d,29.1527,0.935946,3937.426892,2.699,2.69
W1156d194,Cecbe4895,38.583,0.981263,3690.105796,2.6479,1.92
W1156d194,C626587be,45.1591,0.988132,3766.601698,2.7178,2.06
W1156d194,Cab002174,41.3611,0.981025,3591.083495,2.605,2.34
W1156d194,Cf53ad631,36.6517,0.938012,3713.570797,2.485,2.1
W1156d194,C78f86e62,37.6304,0.951551,3579.351005,2.5824,2.3
W1156d194,Ceb25280d,48.0207,0.994213,3971.216484,3.0302,2.09
W1156d194,Cb69f41a0,32.7031,0.925875,3431.990808,2.2237,2.06
W1156d194,Cd68c040e,44.679,0.990423,3806.96149,2.7933,2.17
W1156d194,Cfd07f3d8,43.8514,0.983165,3871.255592,2.67,2.29
W1156d194,C87b8a011,49.0923,0.994868,3806.492197,2.804,2.09
W1156d194,C795f3f81,44.5153,0.985553,3610.794102,2.491,2.34
W1156d194,C4b9832e4,46.7095,0.990603,3912.553987,2.9419,2.43
W1156d194,Cf9260296,30.2266,0.957617,3896.597786,2.8934,2.32
W1156d194,C658aaf52,30.1269,0.865563,3799.452692,2.5691,2.14
W1156d194,C95857c8f,40.9751,0.975734,3697.614596,2.5803,2.38
W1156d194,C9b225bc3,36.4071,0.930381,3924.755804,2.7223,2.24
W64240685,Cf4fc17fd,35.1659,0.92556,1788.502246,0.8619,1.39
W64240685,Cd0d0e436,49.9205,0.995982,1911.92815,1.1878,1.98
W64240685,Cf23fd518,33.7179,0.926208,1807.74355,1.0078,1.88
W64240685,C9ab7241a,41.1234,0.986452,1713.883549,0.8676,1.41
W64240685,Caaa7a173,30.4327,0.926721,1408.369261,0.6577,1.52
W64240685,C22f8afb6,26.5955,0.882935,1476.887056,0.7038,1.28
W64240685,Ca105ee29,20.7282,0.544663,1687.602754,0.7675,1.67
W64240685,Cab5a4837,41.8399,0.977443,1736.409948,0.9603,1.52
W64240685,C7479c252,43.0664,0.992733,2108.095537,1.2514,1.78
W64240685,C1e2b680b,36.72,0.972813,1938.208946,1.2138,1.77
W64240685,Cb19e921a,44.2903,0.987929,1718.576548,1.0457,1.51
W64240685,C984b670d,35.6117,0.969709,1862.182344,1.1459,1.56
W64240685,Cbffb34cd,35.0679,0.949261,1748.142448,0.9389,1.54
W64240685,C5edc639b,10.4007,0.326689,2247.477637,1.1787,1.54
W64240685,C5a717f75,40.1541,0.978503,1968.713445,1.0066,2.0
W64240685,Cb4939809,27.4749,0.818089,1381.619158,0.6155,1.4
W64240685,Ce447855c,41.6117,0.980558,1864.059545,1.0495,1.6
W64240685,Cbad30f47,44.803,0.990054,2043.801439,1.1143,1.47
W64240685,Cf670ccc0,52.9069,0.997211,2071.490139,1.1991,1.63
W64240685,C0cac6e46,20.3943,0.527512,1946.187045,0.9999,1.67
W64240685,C6c9e93b4,35.5773,0.96703,1920.844846,0.9854,1.75
W64240685,C53d7c13e,44.6996,0.986844,1813.375146,1.0241,1.67
W64240685,Cb5d8b2be,41.1075,0.979002,1816.190946,0.944,1.65
W64240685,C4acedaae,37.9702,0.955044,1857.958648,0.9532,1.57
W64240685,C83c8c47f,43.1837,0.987247,2053.656742,1.2122,1.58
W64240685,C410eb872,32.0621,0.946417,1384.904258,0.7295,1.43
W64240685,C7e0a98db,43.8747,0.986186,2163.942239,1.3449,2.02
W64240685,C3899e466,40.187,0.966037,1946.187046,1.0263,1.68
W64240685,C8b692111,20.2292,0.511902,1744.857348,0.8559,1.46
W64240685,Cd2f90747,42.1365,0.980351,1681.971153,0.8554,1.98
W64240685,C63d7f000,29.1062,0.838227,1838.717345,0.9643,1.42
W64240685,C5100760e,45.5046,0.990177,1907.235151,1.1446,1.98
W64240685,C252b499f,28.3024,0.927335,1662.72985,0.8435,1.44
W64240685,C8ae06aed,44.0179,0.9871,1858.427944,1.0061,1.43
W64240685,Ce78d14c5,40.0817,0.980115,1860.774447,1.0952,1.51
W64240685,Cfeedac0a,46.493,0.994434,2044.270743,1.201,1.67
W64240685,Cff608534,43.9747,0.990712,1872.976251,1.0309,1.76
W64240685,Cff7cab50,34.0241,0.947395,1380.211259,0.6374,1.21
W64240685,Ce2ccd33f,27.4842,0.948598,1823.699746,0.9222,1.35
W64240685,C9c7638fb,43.1669,0.991867,1626.593751,0.9727,1.37
W64240685,C6e325223,35.0854,0.919593,1673.993049,0.8564,1.45
W64240685,C788409c5,39.2341,0.987262,1800.234749,0.9628,1.51
W64240685,Cbee002ce,35.1726,0.960796,1891.278943,1.0724,1.76
W64240685,C8417fe96,39.9248,0.964604,1931.638742,1.0495,1.48
W64240685,C516168fc,20.0973,0.548067,1715.760749,0.7756,1.55
W64240685,C4005ca74,42.8756,0.987767,1799.296146,0.9811,1.54
W64240685,C99313e28,48.3181,0.995037,2000.62584,1.2879,1.84
W64240685,Cdab3a732,41.9198,0.982499,1596.089252,0.9302,1.55
W64240685,Cf02c4e7f,35.4151,0.950124,1852.796344,0.9899,1.81
W64240685,C1dabf9e0,33.4155,0.92521,1768.322351,0.8775,1.76
W64240685,C430f4bd4,37.2466,0.980406,2155.025536,1.2005,1.52
W64240685,C8471ce9e,32.0704,0.935336,1480.641456,0.7737,1.5
W64240685,Cb20ce016,44.3171,0.988113,2038.639144,1.1933,1.78
W64240685,C546a791f,37.3308,0.989234,2181.775634,1.427,1.78
W64240685,C922809ca,38.6411,0.963672,1900.195643,1.1275,1.72
W64240685,Cc8e9ef1c,40.396,0.990682,1820.414649,1.0424,1.7
W64240685,Cc551a395,32.468,0.94888,1615.799852,0.9732,1.53
W64240685,C140a07df,29.0432,0.828777,1654.282451,0.7129,1.44
W64240685,Cdb6d6526,20.0799,0.547046,1708.251949,0.8086,1.45
W64240685,C6a956298,33.8875,0.958539,1697.458049,0.8285,1.46
W64240685,Cb4bc0adf,41.6397,0.980733,1966.836245,1.1904,1.74
W64240685,C3d37ac6d,29.3694,0.831299,1729.839749,0.7991,1.32
W64240685,C47f55c4b,29.6061,0.833395,1687.133449,0.876,1.47
W64240685,C5053f7e0,47.8277,0.992856,1866.875343,1.0302,1.51
W64240685,Cb3144a1b,20.2139,0.524415,2152.679039,1.1702,1.68
W64240685,Cbf7dec8c,45.2824,0.993003,1735.471355,1.0918,1.98
W64240685,C8aa42376,29.9261,0.831145,1630.817452,0.8604,1.48
W64240685,C096f798d,45.1864,0.986128,2132.96844,1.3038,1.68
W64240685,C23a34b7e,33.7,0.93777,1883.300844,0.9382,1.64
W64240685,C002030af,46.9788,0.993807,1800.23475,1.0534,1.75
W64240685,C4dbb3094,44.4816,0.98824,2096.832337,1.414,1.72
W64240685,C0666f393,20.4959,0.534309,1971.529245,0.9898,1.45
W64240685,Cf43f7cca,35.3196,0.965791,1664.137751,0.9735,1.64
W64240685,Cf95d9a5e,40.1036,0.961543,1819.476047,1.0151,1.49
W64240685,C40d39a0d,9.80866,0.341575,1578.255856,0.7256,1.42
W64240685,Cc6e2a45a,20.3092,0.528614,1871.099051,1.0098,1.91
W64240685,C948a0276,43.0793,0.992395,2110.911341,1.2987,1.62
W64240685,C88108884,36.8066,0.973951,1749.081048,1.077,1.55
W64240685,C145057c1,30.2293,0.836968,1917.559746,0.9411,1.79
W64240685,C02134ed9,26.5807,0.939837,1444.036057,0.7426,1.46
W64240685,C3e1b59d6,36.4373,0.984264,1824.169048,0.9376,1.47
W64240685,Ccc9e9594,40.4577,0.964478,1967.305549,1.0535,1.82
W64240685,C11bc9f2d,30.9746,0.979265,1867.813944,1.1184,1.57
W64240685,C279257f1,36.3415,0.942237,1769.260946,0.9523,1.41
W64240685,C61001bcc,42.1085,0.979615,1893.156143,1.1074,1.51
W64240685,Cb535b00a,41.1022,0.974397,1614.391953,0.9018,1.58
W64240685,Cfd98ea0b,37.3365,0.978545,1764.098647,0.9585,1.37
W64240685,C3cc264f6,41.8189,0.992917,1991.239844,1.0409,1.86
W64240685,C54cbc826,36.5333,0.972935,1737.348552,0.9328,1.69
W64240685,Cf2aabf4a,36.8376,0.972951,1914.743942,1.0011,1.52
W64240685,C1cb0466f,40.4432,0.984355,1716.230049,1.0014,1.62
W64240685,C0c23e225,44.5365,0.988102,2132.96844,1.3236,2.0
W64240685,Cafa2b4d5,37.3354,0.984267,1816.190949,1.0155,1.8
W64240685,C79c81414,29.6928,0.821401,1856.081445,1.0188,1.56
W64240685,Ca22bfff9,43.7249,0.990868,1936.80105,1.1462,1.79
W64240685,C54ffdce2,20.3868,0.540011,1570.747053,0.8148,1.46
W64240685,C4b884b8a,35.5737,0.940471,1600.312955,0.9725,1.52
W64240685,C885d8519,19.0862,0.594736,1498.005555,0.7726,1.52
W64240685,C6020ffb9,28.3299,0.829952,1735.940652,0.7405,1.52
W64240685,C67dbe6d0,48.4157,0.994804,1914.743942,1.2061,1.48
W9fba7283,C07e263d2,30.7025,0.947974,2485.882029,1.5874,1.85
W9fba7283,Cdb48d25a,26.1861,0.706579,2345.092029,1.4787,1.85
W9fba7283,Cb4f060bb,44.5924,0.988444,2409.855428,1.6688,1.76
W9fba7283,C2f37cf00,24.0623,0.778773,2280.328632,1.5693,1.82
W9fba7283,C827ad3b1,25.7249,0.698242,2342.27623,1.4223,1.66
W9fba7283,C4767502e,34.132,0.934878,2676.417823,1.8323,1.75
W9fba7283,C01c6e6b1,24.3976,0.68603,2144.700939,1.172,1.84
W9fba7283,C0b0ba103,19.818,0.580909,2128.74474,1.0667,1.76
W9fba7283,Cf38bae0c,33.901,0.926716,2349.315732,1.5054,2.12
W9fba7283,C026b54f9,41.218,0.981084,2454.90823,1.6888,2.07
W9fba7283,C4d959280,43.8579,0.985985,2575.987626,1.5858,1.74
W9fba7283,Cc9e886f7,26.0688,0.731493,2227.297734,1.1967,1.67
W9fba7283,C73fa841d,29.7488,0.869138,1908.643043,1.0256,2.05
W9fba7283,C39f58447,41.558,0.982408,2414.079132,1.5294,2.07
W9fba7283,C5cf5d252,40.1798,0.978753,1999.687243,1.2093,1.62
W9fba7283,Cf12fba6a,33.139,0.919389,2522.018128,1.6788,2.18
W9fba7283,C7631ca45,33.4408,0.913731,2111.38064,1.1928,2.05
W9fba7283,C6cb8bd78,21.2874,0.844915,2428.627431,1.6139,1.91
W9fba7283,Caddced44,25.5412,0.694272,2145.639543,1.3185,1.78
W9fba7283,C0f6cc584,40.5887,0.97507,2222.13544,1.4673,2.33
W9fba7283,Ccd1fb97d,48.7787,0.994162,2398.122928,1.6453,1.64
W9fba7283,C0d54d4c8,33.7272,0.931829,2419.710734,1.6382,2.21
W9fba7283,Cb18fbec2,32.4531,0.907503,2448.338031,1.6177,2.36
W9fba7283,C80bb1a66,32.4273,0.89616,2420.180036,1.5726,2.15
W9fba7283,Cb3865f94,32.0108,0.940898,2066.327838,1.2045,1.67
W9fba7283,Cfd60b54d,34.3826,0.932779,2539.382231,1.6463,2.09
W9fba7283,C672f3855,32.6185,0.894315,2279.390035,1.4049,1.66
W9fba7283,C394e3849,26.7147,0.738097,2225.889837,1.3372,1.82
W9fba7283,C5b2c5126,37.4672,0.964922,2401.877331,1.5252,2.4
W9fba7283,Cbb4d077c,33.4526,0.9194,2204.771338,1.318,1.87
W9fba7283,C809e4840,42.7892,0.98115,2178.021235,1.3193,1.77
W9fba7283,C27a6010b,38.5709,0.977443,2489.636425,1.6526,1.85
W9fba7283,Cf0de7c18,31.0131,0.895583,2036.29264,1.0105,1.72
W9fba7283,Ce2b7491f,38.0,0.967561,2486.820629,1.6077,1.66
W9fba7283,C485faf23,35.3822,0.954798,2156.433442,1.1948,2.07
W9fba7283,C70973ae5,30.7336,0.852575,2005.318843,1.0399,1.63
W9fba7283,C50c2fab4,43.0647,0.983365,2512.632125,1.6784,1.6
W9fba7283,C8c50a412,33.2522,0.912199,2041.454943,1.2566,1.84
W9fba7283,Cb7e13e5d,25.3543,0.685876,2461.009127,1.5223,1.83
W9fba7283,Ccaabd3b9,31.925,0.922626,1994.05564,1.1861,1.95
W9fba7283,Cdca76cdb,34.1814,0.935661,2686.742419,1.8618,1.94
W9fba7283,C07c1c248,19.9656,0.820847,2062.573438,1.2233,1.72
W9fba7283,C7abfa0df,33.0967,0.923522,2216.034533,1.3081,1.64
W9fba7283,Cfa7e16d4,38.237,0.976958,2239.968837,1.3951,1.85
W9fba7283,C470cf1a7,39.9774,0.97683,2397.653636,1.5253,2.64
W9fba7283,C40e3df26,33.9263,0.925683,2304.732234,1.4618,2.14
W9fba7283,C3686d284,31.99,0.896921,1980.445941,1.1914,1.57
W9fba7283,C49e4b701,29.5541,0.886446,1926.476453,1.1231,1.91
W9fba7283,Ca9771a0f,37.1553,0.956287,2335.236731,1.5273,2.17
W9fba7283,C277f1978,44.2581,0.987863,2390.614128,1.5454,1.6
W9fba7283,C722b8cbe,33.2083,0.93612,2178.959839,1.3197,2.18
W9fba7283,C1c2988c5,41.2876,0.977985,2151.740443,1.328,1.87
W9fba7283,C19554107,36.9011,0.960228,2175.205439,1.4141,1.73
W9fba7283,Cfe889d4a,29.4159,0.964837,2349.78503,1.4561,1.8
W9fba7283,C725a862d,37.5493,0.965963,2132.968439,1.2888,2.35
W9fba7283,Ccbdc7e1e,22.9993,0.713733,2113.25784,1.2541,1.95
W9fba7283,C0b3517d1,34.269,0.925142,2278.920736,1.4302,1.72
W9fba7283,C3b5c95c0,32.1832,0.950199,2508.877729,1.794,1.93
W9fba7283,C7b5a5158,48.7869,0.993133,2590.535922,1.8647,1.91
W9fba7283,C1f6a21bb,32.573,0.907316,2069.612942,1.2385,2.08
W9fba7283,Cb6e9a833,32.6691,0.92685,2308.486634,1.363,1.97
W9fba7283,C9545fc78,25.2422,0.67139,2106.68764,1.1737,1.94
W9fba7283,Cab1ffa21,19.2835,0.659611,2463.355626,1.4525,1.46
W9fba7283,C85278687,43.3162,0.985692,2339.460438,1.5116,1.97
W9fba7283,C4f413354,37.8545,0.975374,2288.306739,1.4146,1.87
W9fba7283,C376fd95a,31.8516,0.913529,2101.05604,1.2022,2.18
W9fba7283,Cf19ebae1,35.2681,0.957374,2056.941838,1.2954,1.64
W9fba7283,C6be3b5a0,23.3988,0.776358,2079.468241,1.261,1.66
W9fba7283,Cb1fd8e26,43.2996,0.987285,2329.605138,1.4792,2.05
W9fba7283,C32e88d9f,16.4565,0.576182,1957.919541,0.9259,1.49
W9fba7283,C55e07c13,40.0578,0.983119,2451.153829,1.5543,2.06
W9fba7283,C057e645e,21.1133,0.803278,2501.838225,1.461,1.7
W9fba7283,C60e5a7a7,32.5846,0.90925,2278.920742,1.2221,2.04
W9fba7283,C11276f6e,32.7885,0.919762,2208.995037,1.4154,1.93
W9fba7283,Ca2048828,23.1908,0.804488,2192.100241,1.3253,1.93
W9fba7283,Ca56838f0,33.0997,0.947189,2223.543333,1.3014,1.7
W9fba7283,C48b4c301,34.2168,0.934875,2574.110427,1.734,1.95
W9fba7283,C9ab6c939,44.4629,0.985682,2389.206232,1.5682,1.78
W9fba7283,Cbbdeb922,35.2164,0.952931,2330.074431,1.4366,1.86
W9fba7283,Cdc7874c4,42.399,0.979982,2553.461228,1.8054,2.51
W9fba7283,Cc2f7be8e,31.4142,0.874283,2273.758436,1.2714,1.69
W9fba7283,C7d413d59,18.1471,0.772426,2513.101428,1.5878,1.78
W9fba7283,C7170ff1b,44.2695,0.985973,2667.97042,1.8527,1.92
W9fba7283,C5980f229,44.316,0.988612,2504.654029,1.7189,1.94
W9fba7283,Cdc742e6f,33.3309,0.909847,2289.245343,1.2032,2.06
W9fba7283,Cd154d06f,25.4639,0.730476,2078.998941,1.071,1.81
W9fba7283,C1433e91c,27.0233,0.748746,2121.705236,1.3461,1.66
W9fba7283,C86e3fcb8,41.5973,0.984971,2307.548039,1.4649,1.88
W9fba7283,C0c8bba52,43.8806,0.985994,2560.970031,1.6816,1.97
W9fba7283,C4e3aa9e0,28.7276,0.865878,2002.97234,1.0709,1.82
W9fba7283,C73bf5309,46.5413,0.990936,2726.163621,1.7731,1.97
W9fba7283,Ce3b8f6d9,44.4249,0.986684,2575.049022,1.6893,1.93
W9fba7283,Ce3a6a8ec,47.86,0.993197,2548.298927,1.7008,1.9
W9fba7283,C8f89320b,26.334,0.722281,2274.227732,1.3852,1.76
W9fba7283,Cd1735554,33.9493,0.926353,2139.538636,1.3689,1.6
W9fba7283,Cd407e2a5,31.985,0.900204,2247.008335,1.295,1.79
W9fba7283,Cf4794890,30.4185,0.884542,2304.732234,1.2717,1.95
W9fba7283,Cdf41a916,45.2604,0.99255,2525.772528,1.5944,1.96
W9fba7283,C824b491e,38.7017,0.962969,2262.495232,1.478,1.63
W9fba7283,C013cdc93,29.9046,0.938091,2286.898835,1.5022,1.96
Wd121c5f8,C6c329cb3,37.3032,0.977906,1576.84796,0.8998,1.98
Wd121c5f8,Ce06f476f,35.0244,0.941278,1798.357549,1.0072,2.11
Wd121c5f8,C99719b89,49.5285,0.995541,2185.999334,1.5181,1.76
Wd121c5f8,Cb142f163,40.109,0.978671,1913.805347,1.2661,1.77
Wd121c5f8,C8f688e74,45.7119,0.993551,1996.402147,1.2541,2.12
Wd121c5f8,Cfc3e8948,44.698,0.989896,2105.279735,1.3994,1.91
Wd121c5f8,Cefd5a4c4,22.7696,0.765374,1735.471356,0.9485,1.91
Wd121c5f8,C795570e0,39.9535,0.981329,1750.48895,1.1746,1.91
Wd121c5f8,C03c9acc2,37.8771,0.957801,1626.593753,0.913,1.97
Wd121c5f8,Ca7f76f7b,31.2314,0.915318,1599.374355,0.7205,1.43
Wd121c5f8,C6901e701,39.6535,0.978948,1811.967253,1.0237,2.01
Wd121c5f8,C5dddb0e4,39.4977,0.98248,1900.664947,1.2842,1.72
Wd121c5f8,C75cdaf57,30.9096,0.876295,1857.020048,1.134,1.99
Wd121c5f8,Ca343354c,29.2799,0.848087,1724.208159,0.8699,2.14
Wd121c5f8,Cf407c72d,25.6635,0.626969,1798.357546,1.0679,2.05
Wd121c5f8,Ca2449900,21.2071,0.869703,1788.971546,1.134,1.78
Wd121c5f8,C1907f3bf,29.3943,0.875807,1566.992653,0.8108,1.26
Wd121c5f8,C3a5620f9,45.3478,0.99238,2088.854241,1.3123,1.91
Wd121c5f8,C92857bf4,38.1155,0.958725,1665.076358,0.9209,1.98
Wd121c5f8,Cae55a00e,47.6267,0.992153,1870.629744,1.2355,1.5
Wd121c5f8,C27a0a2f5,29.2193,0.846016,1635.979751,0.9017,1.87
Wd121c5f8,Cf9cdc017,47.6482,0.993136,1813.375156,1.1603,1.57
Wd121c5f8,C71dc8908,44.7607,0.991653,1901.134243,1.2176,1.62
Wd121c5f8,Cba3c9be5,46.0784,0.990327,2073.836644,1.4323,2.11
Wd121c5f8,C11fe6f4b,38.7596,0.974715,2013.296947,1.1374,1.7
Wd121c5f8,C54da02d5,48.6294,0.995051,2018.459238,1.3076,1.5
Wd121c5f8,Cdb9a1816,36.8624,0.96258,1698.865949,0.8896,1.74
Wd121c5f8,C715c64bf,40.582,0.979378,2039.577746,1.3425,1.93
Wd121c5f8,C80b490e2,38.9111,0.987636,1786.625061,1.0948,1.54
Wd121c5f8,Cfb68719d,48.3598,0.993206,2043.332138,1.324,1.85
Wd121c5f8,Cf6de39c7,33.7738,0.986298,1854.673544,1.078,1.78
Wd121c5f8,C78077e15,31.4039,0.878369,2056.003243,1.3595,1.86
Wd121c5f8,C3e821b28,38.9124,0.966993,1736.409955,1.024,1.7
Wd121c5f8,Cf5195ea2,43.5374,0.98588,2013.296944,1.3345,1.77
Wd121c5f8,Cd3887ea7,39.879,0.967029,1988.893342,1.3875,1.98
Wd121c5f8,C18c10654,35.0818,0.92836,1635.041151,1.0002,1.66
Wd121c5f8,C2c9620d5,38.2069,0.968282,1660.383353,0.9933,2.13
Wd121c5f8,C9619f445,36.5227,0.967332,1760.813547,1.0906,1.84
Wd121c5f8,C9390aa9e,48.1625,0.99406,2099.178848,1.4277,1.79
Wd121c5f8,C893d404a,37.1273,0.951969,1795.072446,1.12,1.54
Wd121c5f8,C3973a6e1,42.2433,0.985122,1863.590248,1.2208,1.92
Wd121c5f8,Cca84964c,33.3319,0.938718,1704.966852,1.0069,1.75
Wd121c5f8,Cf9647461,42.3159,0.98485,1934.454545,1.2492,1.71
Wd121c5f8,C98024053,25.9084,0.630218,1837.778756,1.1073,1.88
Wd121c5f8,C2583be75,46.0367,0.989764,1776.769746,1.1388,1.84
Wd121c5f8,C14cf4979,33.4827,0.948218,2025.029443,1.2793,1.76
Wd121c5f8,Cf6311aa6,24.6048,0.896595,1908.173747,1.2448,1.8
Wd121c5f8,C12421637,25.3124,0.622483,1862.651647,1.1555,1.71
Wd121c5f8,Ccb0fc3d3,42.6517,0.985524,1713.414248,1.0828,1.57
Wd121c5f8,C771f0865,41.0384,0.985177,1872.037648,1.172,1.85
Wd121c5f8,C2674888b,45.8696,0.991408,1817.129552,1.1994,1.91
Wd121c5f8,Ca8861faf,43.6442,0.987596,1753.774047,0.9762,1.54
Wd121c5f8,Cf4943ee8,30.0123,0.860167,1634.571854,0.834,1.69
Wd121c5f8,Cdc42f5f0,33.6157,0.946181,2024.560139,1.2872,1.63
Wd121c5f8,C22ee0cf3,38.9369,0.979383,1746.734548,1.039,1.81
Wd121c5f8,C8652e039,45.1707,0.991693,1990.770544,1.2743,1.88
Wd121c5f8,C7160eaac,40.4796,0.96622,1865.467448,1.1888,1.82
