wiring,config,psnr,ssim
W3c0a7fab,Cdb29c743,36.7022,0.943057
W3c0a7fab,Ca57b367d,35.9879,0.97207
W3c0a7fab,Cfb92b359,53.237,0.99777
W3c0a7fab,C54205194,43.9918,0.98796
W3c0a7fab,C42376fa4,33.4277,0.941875
W3c0a7fab,Ce5ca888b,49.1543,0.994666
W3c0a7fab,C20af599a,47.1263,0.994253
W3c0a7fab,C11f8168f,49.882,0.995278
W3c0a7fab,C94ad7b90,44.7029,0.986486
W3c0a7fab,C88689f9a,42.0158,0.987311
W3c0a7fab,C94224550,44.8169,0.991109
W3c0a7fab,C54d459b0,51.8319,0.99728
W3c0a7fab,C14bddd2c,40.905,0.986698
W3c0a7fab,C08fe4780,41.6543,0.983311
W3c0a7fab,C53eca91d,41.5618,0.985301
W3c0a7fab,C9eaf948d,46.1189,0.990538
W3c0a7fab,C53036084,44.3065,0.992425
W3c0a7fab,C25acbdce,38.2402,0.968534
W3c0a7fab,C73c9dae1,33.7563,0.950678
W3c0a7fab,Cd0df8437,46.9902,0.993839
W3c0a7fab,Cc3fae44c,48.1829,0.996167
W3c0a7fab,Ccb42cadd,42.186,0.980441
W3c0a7fab,C4bdb5510,46.2421,0.990401
W3c0a7fab,C2970f80f,36.4063,0.961714
W3c0a7fab,Cd76152ea,47.3423,0.993579
W3c0a7fab,C23262995,37.9147,0.970015
W3c0a7fab,C8e473461,47.5568,0.994571
W3c0a7fab,C6b6c810e,49.1798,0.995591
W3c0a7fab,C149b0997,41.5855,0.982318
W3c0a7fab,Cca525537,46.2196,0.990859
W3c0a7fab,Cec7d443a,52.9882,0.997436
W3c0a7fab,C930c2077,39.9209,0.979638
W3c0a7fab,C5aba080e,45.901,0.987656
W3c0a7fab,C4376b907,45.5279,0.990204
W3c0a7fab,C04b888fe,32.9153,0.964052
W3c0a7fab,C411fbe22,43.5779,0.988916
W3c0a7fab,Cf7b8c6c9,37.8022,0.958283
W3c0a7fab,C6b74f1a6,43.5839,0.990032
W3c0a7fab,C194592a5,42.7315,0.990541
W3c0a7fab,C102e29b6,43.7569,0.983531
W3c0a7fab,Cf1212556,42.0774,0.9778
W3c0a7fab,Cbc197048,48.347,0.994409
W3c0a7fab,Cb44b4569,40.4399,0.978061
W3c0a7fab,C90f46aab,42.8126,0.985268
W3c0a7fab,C90217140,46.1653,0.992514
W3c0a7fab,C3ee5f6e9,39.3214,0.982171
W3c0a7fab,Ca10c6e2c,47.1749,0.992416
W3c0a7fab,C10d40206,48.1398,0.995895
W9676ef40,C47a0b574,49.8377,0.994924
W9676ef40,C0d74456a,42.0284,0.981059
W9676ef40,Cc6ecd3ed,28.9847,0.966753
W9676ef40,C664b0f37,49.0464,0.995073
W9676ef40,Cd75512d9,49.0664,0.995157
W9676ef40,C6566d266,44.8582,0.989803
W9676ef40,C8d0d3c6e,37.3556,0.974168
W9676ef40,Cf40f8090,49.3276,0.99486
W9676ef40,Cd5099902,45.8831,0.99168
W9676ef40,C1f845dd9,38.6546,0.970678
W9676ef40,C16dcdafb,42.9853,0.981712
W9676ef40,C98e1f24b,28.8704,0.92969
W9676ef40,C9b0a844c,46.2245,0.988717
W9676ef40,C530b64bb,41.641,0.988281
W9676ef40,C638af623,32.9132,0.947429
W9676ef40,Cf03cd085,38.6554,0.975213
W9676ef40,C9c19c836,34.0323,0.965626
W9676ef40,Ca97c964f,51.8207,0.997543
W9676ef40,Cd1d8f0d4,43.562,0.98914
W9676ef40,Cff6ef2e9,40.5987,0.972167
W9676ef40,C65220beb,34.6332,0.955104
W9676ef40,C26716d22,37.3161,0.960999
W9676ef40,Cf2714e95,41.3803,0.980485
W9676ef40,C74de438b,37.4103,0.966633
W9676ef40,C80df1598,47.0827,0.994436
W9676ef40,C201f9ac0,37.2498,0.944443
W9676ef40,C4074c0b0,42.6456,0.982298
W9676ef40,C50c0f272,33.9551,0.925631
W9676ef40,C5945b51a,42.3862,0.986308
W9676ef40,C51ba51c9,47.3704,0.993994
W9676ef40,C0e742648,50.7336,0.996126
W9676ef40,Cd0245d9a,41.2476,0.979283
W9676ef40,C4e76fd08,37.612,0.967051
W9676ef40,C169a0703,37.346,0.951841
W9676ef40,C246d47ae,42.4468,0.98399
W9676ef40,Ce9f9d91f,31.5829,0.94406
W9676ef40,C2c995b24,38.6224,0.962882
W9676ef40,Cd74e4f12,42.3601,0.987912
W9676ef40,C40bb860e,42.021,0.979483
W9676ef40,Ce8ec41fa,33.988,0.924575
W9676ef40,C65d67139,51.4803,0.996597
W9676ef40,Cd20295a4,42.0854,0.977363
W9676ef40,Cbfc97d5b,43.7681,0.987931
W9676ef40,Ce7db7a47,38.1513,0.97473
W9676ef40,C9808ead1,49.8512,0.994779
W9676ef40,C84081380,44.7584,0.986228
W9676ef40,C33cb22f7,40.9303,0.987638
W9676ef40,Cdd921cec,40.7989,0.989915
W9676ef40,C635a6066,38.0927,0.965043
W9676ef40,C32ed7c19,38.1237,0.95109
W9676ef40,C688a8bc1,37.771,0.979457
W9676ef40,C608b169e,45.6798,0.987503
W9676ef40,C271237d3,43.366,0.987984
W9676ef40,Ca62365dd,44.4051,0.990173
W9676ef40,Ca7a9590b,36.9699,0.926265
W9676ef40,C8ae19156,38.692,0.974382
W9676ef40,Cffcd57b2,41.5552,0.978664
W9676ef40,Cc724f41d,32.0358,0.946549
W9676ef40,C7a355990,37.3526,0.955338
W9676ef40,C42d4fc8e,38.1642,0.961938
W9676ef40,Ca02b1449,37.3648,0.969967
W9676ef40,Cedbbdc26,39.8623,0.983526
W9676ef40,Cf06061da,36.5004,0.931954
W9676ef40,C826b10b6,40.7668,0.989325
W9676ef40,Cf864d1d0,37.4916,0.949862
W9676ef40,Cd424244d,47.5805,0.992706
W9676ef40,Cc5b91631,49.7739,0.995703
W9676ef40,C32a9dc36,41.942,0.980248
W9676ef40,Ce8b8af85,34.6872,0.966528
W9676ef40,C31a0d226,40.3098,0.970752
W9676ef40,Cd1d7a3c5,29.8648,0.912161
W9676ef40,C2289ecf7,40.7864,0.991217
W9676ef40,Cc602de8a,37.3142,0.969614
W9676ef40,C9ec4abcd,46.9505,0.992846
W9676ef40,C81df3d48,45.5189,0.991853
W9676ef40,Cdc1c47d4,44.9328,0.990096
W9676ef40,C1449ad52,37.9485,0.959347
W9676ef40,C9169fd41,37.754,0.967563
W9676ef40,C0cf96c83,39.1856,0.975414
W9676ef40,Cd9d527a1,43.702,0.988022
W9676ef40,C8c74dd87,36.8535,0.964779
W9676ef40,C55766da2,46.725,0.991295
W9676ef40,C1dc7124a,45.2423,0.988778
W9676ef40,C992a90e7,41.1608,0.986038
W9676ef40,C958c376b,39.2366,0.979302
W9676ef40,C4d1ac3bc,38.7321,0.992245
W9676ef40,C7608b712,35.6726,0.941368
W9676ef40,C39619bb6,42.1163,0.980049
W9676ef40,C70bc22ec,37.3035,0.946723
W9676ef40,C9dd7634f,41.094,0.990788
W9676ef40,C46636917,38.0787,0.947165
W9676ef40,Caab5bb8c,44.6198,0.991187
W9676ef40,C965ee97f,45.9071,0.993061
W9676ef40,C4ead93b3,44.1366,0.987695
W9676ef40,Cc26fee37,42.1216,0.978053
W9676ef40,C84d0f774,39.2406,0.977899
W9676ef40,C8c185f1d,43.3654,0.987664
W9676ef40,C17c357c2,36.4914,0.933757
W9676ef40,C01980720,44.973,0.987413
W9676ef40,C948f3e1f,45.6563,0.987652
Wc3773533,C5d3b509d,47.4863,0.993344
Wc3773533,C41339097,28.7057,0.966981
Wc3773533,C3b62c15f,43.8518,0.985682
Wc3773533,Cda00f4c8,49.3973,0.99453
Wc3773533,Cffd644d7,36.9496,0.949901
Wc3773533,Cefc209e4,37.2723,0.965297
Wc3773533,C5981f572,33.3668,0.915746
Wc3773533,Cf0326cad,46.8843,0.992723
Wc3773533,C5ec9e4b3,35.6474,0.942934
Wc3773533,C3ca22aa0,42.7749,0.984689
Wc3773533,C1e3c0485,38.1681,0.960958
Wc3773533,C5b30891b,37.7423,0.972307
Wc3773533,Cd07bacfc,44.6501,0.985989
Wc3773533,C31d3ff33,34.5956,0.929261
Wc3773533,C7c18aaa3,44.0666,0.987234
Wc3773533,C84f60d2a,43.437,0.98964
Wc3773533,Ceb1ffad5,43.1189,0.983329
Wc3773533,C5534296a,44.0055,0.990688
Wc3773533,C4ff29cf6,46.9906,0.99455
Wc3773533,C273c3583,37.9955,0.957494
Wc3773533,C2348d9a4,36.7077,0.920385
Wc3773533,C10e63931,50.2653,0.995671
Wc3773533,C6ceabaae,42.9521,0.984815
Wc3773533,C55bc67a8,39.0256,0.993468
Wc3773533,Cdb8711da,47.2132,0.994773
Wc3773533,C0883abec,36.5644,0.945251
Wc3773533,Ccbc54149,39.6098,0.968804
Wc3773533,C6266906d,37.0897,0.950213
Wc3773533,Cce5cc455,42.4099,0.982671
Wc3773533,C313e2b48,49.1385,0.994582
Wc3773533,C9f3b81ef,44.8393,0.987671
Wc3773533,C75574f40,38.357,0.964923
Wc3773533,C913eef5a,43.4542,0.99013
Wc3773533,Cc7af69f7,50.2824,0.996276
Wc3773533,Cf055c30c,34.2636,0.904693
Wc3773533,Ced96c1ba,37.773,0.955502
Wc3773533,C4a2e27ae,42.948,0.981464
Wc3773533,Cc68d5c97,36.374,0.953195
Wc3773533,Cb82463c5,40.2362,0.969862
Wc3773533,C155ef96d,45.1989,0.990651
Wc3773533,C762f3167,43.6308,0.987806
Wc3773533,C7eebdb0f,44.1173,0.985856
Wc3773533,C4f265cdb,35.8428,0.927678
Wc3773533,C611e342c,38.951,0.980283
Wc3773533,C33a9354f,42.5123,0.982003
Wc3773533,Cbe149716,44.8209,0.988154
Wc3773533,C4c4254ab,45.049,0.991042
Wc3773533,C347026e7,33.2157,0.981489
Wc3773533,C7c27ecf0,34.6644,0.923865
Wc3773533,C1fdb09ef,48.2461,0.993851
Wc3773533,C52981579,41.8133,0.980526
Wc3773533,C2b428002,37.0022,0.968248
Wc3773533,Ccf7b645b,51.769,0.996673
Wc3773533,C52e5c603,49.8029,0.995342
Wc3773533,C13529dbb,47.4105,0.993864
Wc3773533,C818c84aa,29.4006,0.97545
Wc3773533,C64c76c9c,43.8785,0.983253
Wc3773533,C1f2967fa,47.8489,0.993872
Wc3773533,C9f47c36f,44.3609,0.98814
Wc3773533,C4bf13ce1,48.5611,0.994205
Wc3773533,C5d39a26f,38.1117,0.971317
Wc3773533,C7db16645,36.6155,0.94154
Wc3773533,C5c726ca2,37.27,0.946989
Wc3773533,C32cf5968,49.861,0.99691
Wc3773533,C4751d3bb,37.4217,0.948551
Wc3773533,Cd46040cb,40.1366,0.980557
Wc3773533,C33b08036,43.1105,0.98989
Wc3773533,C9de4f7d0,28.0409,0.896748
Wc3773533,C794d8ef6,42.4351,0.983283
Wc3773533,C78d9950c,29.652,0.943076
Wc3773533,C94c32ec0,49.6753,0.995905
Wc3773533,C7e68bb85,36.7208,0.962967
Wc3773533,Cbd97bfee,46.3478,0.992057
Wc3773533,C5ebdae74,48.7655,0.993989
Wc3773533,C67dcb936,47.5819,0.994761
Wc3773533,C9f8be641,48.7868,0.996768
Wc3773533,Ce6298ca4,48.5418,0.994262
Wc3773533,Cf5524455,51.0255,0.99669
Wc3773533,Cfa5aa8c0,44.9569,0.990847
Wc3773533,Cb2dc637a,36.3626,0.962332
Wc3773533,Cc29faa16,53.8328,0.997995
Wc3773533,C6817134e,36.5728,0.943091
Wc3773533,C3ad2b5a0,43.5182,0.988013
Wc3773533,C5673ae1c,45.3298,0.990581
Wc3773533,C81bae404,36.4833,0.97181
Wc3773533,Cb51fe64f,42.4685,0.980642
Wc3773533,C24d45176,35.7339,0.953071
Wc3773533,C21befe6d,35.8855,0.93315
Wc3773533,C43aefa24,43.4816,0.990414
Wc3773533,C5c2c25ab,27.8109,0.811637
Wc3773533,C08c69513,42.9802,0.981715
Wc3773533,C7f9d3c8d,45.9541,0.991448
Wc3773533,C855aa737,37.1257,0.947808
Wc3773533,C6017e995,43.2441,0.989347
Wc3773533,C622b419d,48.4653,0.995447
Wc3773533,C83a2f2d7,44.7553,0.989838
Wc3773533,Ca48975b7,38.0385,0.971114
Wc3773533,Cea5432b8,38.4516,0.976623
Wc3773533,C4b0e64e1,49.2318,0.996255
Wc3773533,Cdc8d81d8,44.1375,0.984733
Wa8fe2cc1,Ca63da081,45.9657,0.993158
Wa8fe2cc1,C4e52fe69,42.7042,0.982947
Wa8fe2cc1,Cef6f3025,43.3495,0.988915
Wa8fe2cc1,C6c4aaf36,45.4302,0.99211
Wa8fe2cc1,C50d781d6,51.2586,0.996485
Wa8fe2cc1,Cfcbc56d4,40.7039,0.977276
Wa8fe2cc1,C294e466c,42.0838,0.982526
Wa8fe2cc1,C70849595,51.5188,0.99705
Wa8fe2cc1,Cb87bc1d4,44.4684,0.990278
Wa8fe2cc1,Ceb63e815,45.0992,0.986796
Wa8fe2cc1,Cabb2c837,38.4059,0.968862
Wa8fe2cc1,C471fa492,36.4634,0.967567
Wa8fe2cc1,C8fd9f21c,37.135,0.936584
Wa8fe2cc1,C8da3924c,39.6311,0.972204
Wa8fe2cc1,Cc2121eeb,44.783,0.985616
Wa8fe2cc1,Cf10a0277,42.9378,0.983653
Wa8fe2cc1,C516d71f7,45.5656,0.991536
Wa8fe2cc1,C1e3375a6,44.8389,0.99046
Wa8fe2cc1,C248a3321,50.4092,0.995996
Wa8fe2cc1,C1eeb357f,42.0638,0.979368
Wa8fe2cc1,C0b9bbf33,37.7164,0.954367
Wa8fe2cc1,C18d21061,40.185,0.980205
Wa8fe2cc1,Cb3f27905,32.6492,0.911839
Wa8fe2cc1,Cf3a7c61a,49.8467,0.995213
Wa8fe2cc1,C4571a722,37.4533,0.949736
Wa8fe2cc1,C2b276f0d,50.6701,0.995767
Wa8fe2cc1,C33b0ced3,51.765,0.996784
Wa8fe2cc1,C20be7c09,37.735,0.952311
Wa8fe2cc1,Ca46a56a0,40.1759,0.973542
Wa8fe2cc1,C30d5eebe,44.3499,0.987344
Wa8fe2cc1,Cf9dda1cf,36.5988,0.96906
Wa8fe2cc1,Cc37cbbf8,36.0193,0.951181
Wa8fe2cc1,C3081b7e8,37.3769,0.966122
Wa8fe2cc1,C2b9ff96a,44.36,0.984796
Wa8fe2cc1,C8f9b41c4,46.8315,0.993378
Wa8fe2cc1,Cf34870e9,43.777,0.985325
Wa8fe2cc1,Ca3bff309,44.0494,0.990928
Wa8fe2cc1,C7770891a,51.8156,0.996574
Wa8fe2cc1,C27f3b7ae,46.5504,0.993538
Wa8fe2cc1,C4f32a6ee,43.1911,0.98078
Wa8fe2cc1,Cd80501b9,36.8428,0.958759
Wa8fe2cc1,C37b35d1f,49.4304,0.994857
Wa8fe2cc1,Cbc505c91,34.9892,0.92201
Wa8fe2cc1,C986dc567,45.5503,0.987777
Wa8fe2cc1,C59afe015,27.5278,0.898862
Wa8fe2cc1,C068e513b,42.2374,0.983153
Wa8fe2cc1,Ca7fc801d,44.968,0.988663
Wa8fe2cc1,C43ba7291,44.7883,0.98512
Wa8fe2cc1,Ca82d8fa0,41.8255,0.985461
Wa8fe2cc1,C2a5b4457,48.3121,0.993362
Wa8fe2cc1,Cf4d01329,55.3675,0.998524
Wa8fe2cc1,Cfa815f07,56.6832,0.998743
Wa8fe2cc1,C51b109bd,44.7557,0.989473
Wa8fe2cc1,Cc7074d51,39.2526,0.974428
Wa8fe2cc1,C1140b13b,36.5539,0.946121
Wa8fe2cc1,Cbf9a6e14,44.1394,0.984178
Wa8fe2cc1,C3a868ff0,48.0486,0.994268
Wa8fe2cc1,C55efcb89,49.4037,0.995303
Wa8fe2cc1,C9376e763,35.8481,0.940766
Wa8fe2cc1,Cb66855c6,42.1273,0.982875
Wa8fe2cc1,Cb973273b,45.9351,0.988622
Wa8fe2cc1,Ca5f024b4,41.6807,0.978176
Wa8fe2cc1,C95ac647e,38.9104,0.974231
Wa8fe2cc1,C8fa2d4bc,33.8671,0.881028
Wa8fe2cc1,Ca20f5ca6,42.2947,0.986066
Wa8fe2cc1,C821e28ee,45.6489,0.988436
Wa8fe2cc1,C7f28489c,43.2893,0.988071
Wa8fe2cc1,C20c5a0f9,33.9893,0.98074
Wa8fe2cc1,C8e482f4d,47.847,0.995778
Wa8fe2cc1,C5c6ce151,51.6732,0.997582
Wa8fe2cc1,Ceaca4ca8,40.6825,0.978046
Wa8fe2cc1,C9e583b07,33.9419,0.901363
Wa8fe2cc1,C8366ff81,49.0226,0.994264
Wa8fe2cc1,Cff7f71b0,34.635,0.94672
Wa8fe2cc1,C38f24ee8,42.4247,0.978429
Wa8fe2cc1,C53f5642d,47.2461,0.993352
Wa8fe2cc1,C110fbdaf,36.5841,0.953133
Wa8fe2cc1,C92a2e201,35.6227,0.928505
Wa8fe2cc1,Ce5d59af2,43.7301,0.990397
Wa8fe2cc1,C1fe6af4e,44.9686,0.987419
Wa8fe2cc1,Cf2722158,37.7019,0.963388
Wa8fe2cc1,Cdd6990fa,29.1975,0.974102
Wa8fe2cc1,C3dc2cf49,38.7197,0.983436
Wa8fe2cc1,C0b5d8422,31.7543,0.911102
Wa8fe2cc1,Cd2a1070b,51.1837,0.996319
Wa8fe2cc1,C3fb2516b,37.5905,0.960024
Wa8fe2cc1,Cbe8a09ae,38.7124,0.973932
Wa8fe2cc1,Ceff36b24,45.3567,0.98711
Wa8fe2cc1,Cbdb1906c,36.3418,0.954658
Wa8fe2cc1,Cdf2fac01,36.1464,0.944552
Wa8fe2cc1,Cbc9a272e,36.2264,0.951696
Wa8fe2cc1,C887e2f2b,48.5204,0.994628
Wa8fe2cc1,Caa531c85,38.2254,0.967053
Wa8fe2cc1,Cc021f235,32.6411,0.961159
Wa8fe2cc1,Ce585bb2e,39.4395,0.977588
Wa8fe2cc1,C81a4f7ed,37.3547,0.963472
Wa8fe2cc1,C7f468306,42.0679,0.98235
Wa8fe2cc1,C6084756b,39.7137,0.975278
Wa8fe2cc1,Ca1f6336c,42.5395,0.989493
Wa8fe2cc1,Caa1d8013,45.1275,0.986611
We5f8177d,C277b6365,43.5128,0.98773
We5f8177d,C62a2abab,28.6393,0.923873
We5f8177d,C0e631b5c,45.9614,0.989744
We5f8177d,C33836132,33.4559,0.960716
We5f8177d,C37fa8af2,46.0331,0.997679
We5f8177d,C8ce7755f,42.7308,0.986885
We5f8177d,C8f293770,43.2449,0.986662
We5f8177d,Cacd9aeb6,36.6128,0.943719
We5f8177d,Cc6279275,41.9462,0.988339
We5f8177d,C0e607329,41.7429,0.984402
We5f8177d,Cac693ab5,35.0267,0.939397
We5f8177d,Cafecc20a,48.3716,0.99342
We5f8177d,C688e0e9a,37.2098,0.963259
We5f8177d,C7a3ae343,49.0788,0.994297
We5f8177d,C1bc09c4c,43.336,0.982988
We5f8177d,Ccf337d7f,43.4662,0.984832
We5f8177d,C6decfbf0,42.1878,0.986358
We5f8177d,Cdaad4e29,43.8672,0.986388
We5f8177d,Cc5847be5,48.2766,0.995241
We5f8177d,C9c3abe65,42.6676,0.98872
We5f8177d,Cb0b431dd,48.1802,0.995406
We5f8177d,Cbf854b73,43.4044,0.985226
We5f8177d,C63ea78b6,42.8777,0.983584
We5f8177d,C2818a1da,45.5648,0.993888
We5f8177d,C1a906fb7,47.7211,0.993072
We5f8177d,C9eab101d,44.8344,0.989695
We5f8177d,Cb09e41ed,36.6214,0.966332
We5f8177d,Cc4bf47d9,34.7626,0.963796
We5f8177d,Ce8149eb5,50.5741,0.99599
We5f8177d,Ce316b065,44.357,0.989307
We5f8177d,Cd67913f3,53.4942,0.997566
We5f8177d,C98e5ce8f,40.1435,0.974939
We5f8177d,Cd66fae8f,37.1571,0.944655
We5f8177d,Ceff1525e,47.4378,0.993522
We5f8177d,C35ca0514,47.8777,0.993608
We5f8177d,Ce1b8cfb4,33.9988,0.929977
We5f8177d,Cb0d48c3c,36.3049,0.963811
We5f8177d,C29c1355f,49.2574,0.994947
We5f8177d,C572c7edf,37.1536,0.945212
We5f8177d,C738bcbf6,49.1179,0.994331
We5f8177d,C70c5ce8a,36.4031,0.944761
We5f8177d,C8257c842,47.4765,0.992836
We5f8177d,C754000e7,51.7093,0.996653
We5f8177d,Cd20e862d,40.289,0.978621
We5f8177d,C1e475a00,36.434,0.969125
We5f8177d,Cdb4fa2ee,43.4738,0.990828
We5f8177d,C01acc4c5,36.0461,0.954573
We5f8177d,C72b19d45,48.7012,0.993865
We5f8177d,C742fd146,38.7232,0.968288
We5f8177d,C355900fb,48.6612,0.994521
We5f8177d,C22e5a187,51.5737,0.996745
We5f8177d,Ce808638d,38.5934,0.965425
We5f8177d,C6879f037,43.3505,0.984546
We5f8177d,C0bca88bd,46.6393,0.992994
We5f8177d,C11fe4c9f,43.8201,0.987647
We5f8177d,C81790bac,44.6313,0.989697
We5f8177d,Ce4c3883c,37.7,0.966122
We5f8177d,Ca3da956c,41.9031,0.979595
We5f8177d,C1821f54e,38.6744,0.974481
We5f8177d,Cc7c9502d,45.4,0.993185
We5f8177d,Cac3bd10b,38.8575,0.971349
We5f8177d,C79e1bad9,35.2991,0.919765
We5f8177d,C6dc6a7f3,47.2861,0.992961
We5f8177d,C250bff82,45.0691,0.993039
We5f8177d,C96c98863,41.1441,0.981659
We5f8177d,C645f9ad3,43.3351,0.985156
We5f8177d,C970b8848,38.5985,0.982594
We5f8177d,Cdbcc09b8,45.6947,0.993791
We5f8177d,C12439811,50.2222,0.996058
We5f8177d,Ce3bf7958,43.9939,0.987688
We5f8177d,Cac3be991,37.5721,0.93758
We5f8177d,C68c1052f,39.5215,0.973871
We5f8177d,Ca74ba463,49.5681,0.995737
We5f8177d,C89362fca,37.791,0.954325
We5f8177d,C46a8295e,43.2059,0.9845
We5f8177d,Cc0107065,37.5948,0.962716
We5f8177d,C69a15f92,46.6479,0.992833
We5f8177d,Ca3531dca,38.4003,0.960191
We5f8177d,Cb7139fae,36.632,0.947936
We5f8177d,C7efabe48,45.8092,0.990434
We5f8177d,C71e38e13,38.5,0.969306
We5f8177d,C318784fb,44.4797,0.990173
We5f8177d,C3e30dd0c,37.6034,0.962147
We5f8177d,Cde32b116,38.2482,0.959109
We5f8177d,C07d66523,49.9464,0.995755
We5f8177d,C400be7db,45.2587,0.991844
We5f8177d,C5c5da37c,47.0328,0.994188
We5f8177d,Cbe1f7132,37.6533,0.964694
We5f8177d,C8f39d5f6,46.6985,0.992043
We5f8177d,Cca3d9121,42.0392,0.979527
We5f8177d,C7429a093,48.2616,0.993662
We5f8177d,C13f26c54,48.2974,0.993723
We5f8177d,C17a1a871,34.4158,0.915736
We5f8177d,C6d6d3530,52.0139,0.996861
We5f8177d,C3fc52b44,36.403,0.965516
We5f8177d,C6a96ab8f,44.1445,0.98845
We5f8177d,C4ea8b103,43.3457,0.985845
We5f8177d,C00b5ced3,42.4559,0.979366
We5f8177d,C3a0cfb1f,43.4746,0.989262
We5f8177d,Caf9bf435,40.5156,0.985004
Wcf4c5402,C1e8cd4c9,44.801,0.989276
Wcf4c5402,Cbe5e0bb7,43.8227,0.987014
Wcf4c5402,C582fbe12,43.7192,0.988245
Wcf4c5402,C6a6ef853,39.79,0.980864
Wcf4c5402,C319cb430,47.3673,0.993275
Wcf4c5402,C3994ee05,45.4622,0.990896
Wcf4c5402,C10ea2ed2,50.363,0.996394
Wcf4c5402,C5f51f1f5,35.9846,0.961374
Wcf4c5402,Cf7abde5b,44.5316,0.989923
Wcf4c5402,C7786cf2c,39.6999,0.973242
Wcf4c5402,Ce97e93e8,38.2726,0.96738
Wcf4c5402,Cdccc7bdf,38.9279,0.97521
Wcf4c5402,C1e6edf8e,48.4804,0.994434
Wcf4c5402,Cb02d0e56,40.1507,0.984133
Wcf4c5402,Cafff0d0e,39.9254,0.976756
Wcf4c5402,Cd0368a63,38.7195,0.971038
Wcf4c5402,Ccfa35ca2,43.6773,0.988768
Wcf4c5402,Ced850d18,49.0676,0.993867
Wcf4c5402,Cdb86ac47,39.9538,0.974739
Wcf4c5402,C799ced70,44.6021,0.991728
Wcf4c5402,C2a1f5e23,37.8616,0.968065
Wcf4c5402,C016ad36a,42.9748,0.988386
Wcf4c5402,Cc26e31e8,37.5138,0.972068
Wcf4c5402,Cd9e1bf9e,32.5787,0.918198
Wcf4c5402,Ca65f8357,42.5471,0.98162
Wcf4c5402,C42f8dd52,45.7522,0.993205
Wcf4c5402,Cedb8c9c2,37.9028,0.972785
Wcf4c5402,C1170018c,39.188,0.974957
Wcf4c5402,C7b6385d5,43.176,0.984915
Wcf4c5402,C60c02772,42.5845,0.983151
Wcf4c5402,C926c37bf,42.1539,0.983751
Wcf4c5402,C4ef68e2c,44.0645,0.989401
Wcf4c5402,C8baa2231,44.15,0.98946
Wcf4c5402,C60bcd35b,44.5356,0.986252
Wcf4c5402,C1f0b69cb,37.0583,0.959337
Wcf4c5402,Cc89aeeae,47.1902,0.994066
Wcf4c5402,C45d70cf3,43.6944,0.984059
Wcf4c5402,Ce43d3d3f,45.827,0.992369
Wcf4c5402,C29ddd45f,36.3743,0.932148
Wcf4c5402,Cf896e2d3,44.0356,0.988209
Wcf4c5402,C5dadc8bb,29.4326,0.953386
Wcf4c5402,Cd5745dd2,36.1433,0.963018
Wcf4c5402,C793a53f2,45.0965,0.98605
Wcf4c5402,C7eba450e,39.7862,0.982695
Wcf4c5402,C026056d3,48.3804,0.994476
Wcf4c5402,Ccda97d53,37.832,0.961501
Wcf4c5402,Cae1dbc5f,46.7567,0.995578
Wcf4c5402,C116036a5,37.3199,0.981172
Wcf4c5402,Cd7d7bdce,38.2438,0.97152
Wcf4c5402,C3237f7e2,34.5487,0.934812
Wcf4c5402,C9b3febaf,48.9284,0.99579
Wcf4c5402,Ceb904fcf,30.5789,0.947585
Wcf4c5402,C822b7628,29.022,0.946067
Wcf4c5402,Ca099e9d5,43.9442,0.988538
Wcf4c5402,C03fe5220,47.0474,0.993516
Wcf4c5402,C0b898796,43.191,0.989271
Wcf4c5402,C5e0bbe6d,45.8271,0.994222
Wcf4c5402,C67c8b20b,37.7984,0.966787
Wcf4c5402,C7c0172e4,49.1,0.994643
Wcf4c5402,Cd76c5bdc,44.8991,0.991681
Wcf4c5402,C7494df35,37.0601,0.962157
Wcf4c5402,C28d14daf,38.2692,0.978083
Wcf4c5402,C94a4b412,37.5241,0.957454
Wcf4c5402,C9c625dd3,44.4555,0.988086
Wcf4c5402,C19a8828d,37.2384,0.964734
Wcf4c5402,C78b1d828,43.5761,0.985517
Wcf4c5402,Cc07310fe,36.9134,0.961076
Wcf4c5402,C914a5c7b,41.7653,0.988584
Wcf4c5402,C3866bc46,47.3368,0.994938
Wcf4c5402,C687dd669,33.3297,0.968534
Wcf4c5402,Ce4ce1b08,39.7197,0.976872
Wcf4c5402,Cff2c9991,36.5688,0.929425
Wcf4c5402,Cd675e675,43.3732,0.981075
Wcf4c5402,C3bcb168b,44.3945,0.984776
Wcf4c5402,Cdb900d1d,43.1363,0.979206
Wcf4c5402,C7637e43b,37.7019,0.961588
Wcf4c5402,Cc44731c4,41.5781,0.977902
Wcf4c5402,C8807357e,43.8167,0.987324
Wcf4c5402,C290a7d65,38.6815,0.972024
Wcf4c5402,C5900f784,43.9636,0.99011
Wcf4c5402,Cec930baf,29.4707,0.971288
Wcf4c5402,C165356cd,34.8213,0.943256
Wcf4c5402,C2a5f3f2c,38.1756,0.968557
Wcf4c5402,C04388752,41.5235,0.975389
Wcf4c5402,C2527c138,44.0212,0.990266
Wcf4c5402,Cb8918144,44.9831,0.992388
Wcf4c5402,Cc097d9d9,39.6042,0.980038
Wcf4c5402,C6941d079,44.4124,0.990339
Wcf4c5402,Ced08cabe,33.5464,0.916739
Wcf4c5402,C9ddd98ad,34.2412,0.932456
Wcf4c5402,Cdfa9ac32,46.2841,0.993083
